,Unnamed: 0,name,bubble,review
352,11,Hooked,"4,5 ud af 5 bobler",34 anmeldelser
353,12,Astor Deep Pan Pizza,"3,5 ud af 5 bobler",423 anmeldelser
354,13,Boston Grill Mayfair,4 ud af 5 bobler,88 anmeldelser
355,14,Pizzicato,5 ud af 5 bobler,43 anmeldelser
356,15,Gorm's Nyhavn,"3,5 ud af 5 bobler",308 anmeldelser
357,16,Krystal Sandwich,5 ud af 5 bobler,28 anmeldelser
358,17,Ankara,"3,5 ud af 5 bobler",312 anmeldelser
359,18,Harrys Place,"4,5 ud af 5 bobler",44 anmeldelser
360,19,Pizza Huset,"4,5 ud af 5 bobler",43 anmeldelser
361,20,lalala,4 ud af 5 bobler,115 anmeldelser
362,21,Isoteket,5 ud af 5 bobler,25 anmeldelser
363,22,Samos,"3,5 ud af 5 bobler",312 anmeldelser
364,23,Da Aldo Pizzeria,"4,5 ud af 5 bobler",31 anmeldelser
365,24,Alabama Social,4 ud af 5 bobler,188 anmeldelser
366,25,Selfish Take Away,"4,5 ud af 5 bobler",71 anmeldelser
367,26,Carlton,"3,5 ud af 5 bobler",315 anmeldelser
368,27,Restaurant Mes,4 ud af 5 bobler,117 anmeldelser
369,28,The Dubliner,"3,5 ud af 5 bobler",398 anmeldelser
370,29,Chicky Grill-Bar,4 ud af 5 bobler,70 anmeldelser
371,30,Restaurant Frascati,"3,5 ud af 5 bobler",698 anmeldelser
373,1,Manfreds,"3,5 ud af 5 bobler",735 anmeldelser
374,2,Hope Organic,"4,5 ud af 5 bobler",28 anmeldelser
375,3,Ristorante Ponte Vecchio,4 ud af 5 bobler,138 anmeldelser
376,4,Ølbaren,"4,5 ud af 5 bobler",43 anmeldelser
377,5,Bøf & Ost,"3,5 ud af 5 bobler",288 anmeldelser
378,6,Restaurant Nyhavn C,"3,5 ud af 5 bobler",231 anmeldelser
379,7,Restaurant Frksbrg,4 ud af 5 bobler,97 anmeldelser
380,8,Christianhavns Bådudlejning og Café,4 ud af 5 bobler,91 anmeldelser
381,9,Satang Thai Bistro,5 ud af 5 bobler,23 anmeldelser
382,10,Bar'Vin,"4,5 ud af 5 bobler",90 anmeldelser
383,11,London Pub,4 ud af 5 bobler,99 anmeldelser
384,12,Formatcph,"4,5 ud af 5 bobler",35 anmeldelser
385,13,The Royal Cafe,4 ud af 5 bobler,217 anmeldelser
386,14,Ingolfs Kaffebar,4 ud af 5 bobler,79 anmeldelser
387,15,Tivoli Hallen,4 ud af 5 bobler,67 anmeldelser
388,16,Munchies Copenhagen,4 ud af 5 bobler,67 anmeldelser
389,17,Taverna Kreta,"4,5 ud af 5 bobler",52 anmeldelser
390,18,Library Bar,4 ud af 5 bobler,97 anmeldelser
391,19,Comedy ZOO Club & Cafe,4 ud af 5 bobler,86 anmeldelser
392,20,Rufino Osteria,"4,5 ud af 5 bobler",88 anmeldelser
393,21,The Globe Irish Pub,4 ud af 5 bobler,111 anmeldelser
394,22,Thai Asien,4 ud af 5 bobler,81 anmeldelser
395,23,Vandkunsten sandwich og salat,"4,5 ud af 5 bobler",44 anmeldelser
396,24,The Bird & The Churchkey,4 ud af 5 bobler,90 anmeldelser
397,25,Pasta La Pasta,5 ud af 5 bobler,23 anmeldelser
398,26,McJoy's Choice,"3,5 ud af 5 bobler",303 anmeldelser
399,27,Mercante,4 ud af 5 bobler,82 anmeldelser
400,28,Fars Dreng,4 ud af 5 bobler,189 anmeldelser
401,29,Banh Mi,5 ud af 5 bobler,34 anmeldelser
402,30,Fiskekutteren HM800 Jammerbugt - Thorupstrand Fisk,"4,5 ud af 5 bobler",27 anmeldelser
404,1,Mother Wine,"4,5 ud af 5 bobler",28 anmeldelser
405,2,Bibendum,4 ud af 5 bobler,120 anmeldelser
406,3,Cafe Klods Hans,"4,5 ud af 5 bobler",57 anmeldelser
407,4,Victoria Pub,4 ud af 5 bobler,60 anmeldelser
409,6,Ma Poule,"4,5 ud af 5 bobler",59 anmeldelser
410,7,The Vietnamese,"4,5 ud af 5 bobler",66 anmeldelser
411,8,Tjili Pop,"4,5 ud af 5 bobler",51 anmeldelser
412,9,Green Island of Copenhagen,5 ud af 5 bobler,24 anmeldelser
413,10,1105 Cocktail Bar,"4,5 ud af 5 bobler",73 anmeldelser
414,11,Bang & Jensen,4 ud af 5 bobler,129 anmeldelser
416,13,Højbro Sandwich and Cafe,4 ud af 5 bobler,127 anmeldelser
417,14,Aristo,4 ud af 5 bobler,189 anmeldelser
418,15,Ewalds,"4,5 ud af 5 bobler",34 anmeldelser
419,16,Skipperkroen,"3,5 ud af 5 bobler",716 anmeldelser
420,17,Restaurant Meille,4 ud af 5 bobler,92 anmeldelser
421,18,Midtown Grill,"3,5 ud af 5 bobler",214 anmeldelser
422,19,Cafe Dyrehaven,4 ud af 5 bobler,132 anmeldelser
423,20,Cafe Europa 1989,"3,5 ud af 5 bobler",572 anmeldelser
424,21,Blaabjerg & Madsen - Frederiksberg,"4,5 ud af 5 bobler",39 anmeldelser
425,22,Ambassaden & Konsulatet,5 ud af 5 bobler,37 anmeldelser
426,23,Restaurant Salon,"4,5 ud af 5 bobler",29 anmeldelser
427,24,Det simrer,"4,5 ud af 5 bobler",43 anmeldelser
428,25,GONZO Café og Spisested,"4,5 ud af 5 bobler",35 anmeldelser
429,26,pizzeria Venezia Nyhavn 31,"3,5 ud af 5 bobler",334 anmeldelser
430,27,Rossopomodoro Illum,"3,5 ud af 5 bobler",293 anmeldelser
431,28,GROS,5 ud af 5 bobler,23 anmeldelser
432,29,Bjælkehuset,4 ud af 5 bobler,83 anmeldelser
433,30,Charlie Bistro,"4,5 ud af 5 bobler",41 anmeldelser
435,1,Zirup,"3,5 ud af 5 bobler",287 anmeldelser
436,2,Madhus24,4 ud af 5 bobler,54 anmeldelser
438,4,Vesterbro Brewery (Burgers and Brewhouse),"3,5 ud af 5 bobler",107 anmeldelser
439,5,Forno a Legna,4 ud af 5 bobler,190 anmeldelser
441,7,Mega Bar,"4,5 ud af 5 bobler",46 anmeldelser
442,8,Comfort Hotel Vesterbro,"3,5 ud af 5 bobler",143 anmeldelser
443,9,Honen & Aegget,"4,5 ud af 5 bobler",26 anmeldelser
444,10,The Nomad & The Bean,5 ud af 5 bobler,20 anmeldelser
445,11,Mother,"3,5 ud af 5 bobler",1.919 anmeldelser
446,12,Kung Fu 2 Izakaya,4 ud af 5 bobler,103 anmeldelser
447,13,K96,5 ud af 5 bobler,30 anmeldelser
448,14,O Tempo,"4,5 ud af 5 bobler",47 anmeldelser
449,15,Spisehuset,"4,5 ud af 5 bobler",38 anmeldelser
450,16,Urten,"4,5 ud af 5 bobler",66 anmeldelser
451,17,Hafnia Bar,"4,5 ud af 5 bobler",49 anmeldelser
452,18,Roxie,4 ud af 5 bobler,46 anmeldelser
453,19,Blue Elephant Restaurant,"3,5 ud af 5 bobler",202 anmeldelser
454,20,Ramen To Biiru,4 ud af 5 bobler,49 anmeldelser
455,21,Nyhavn Pizzeria,4 ud af 5 bobler,95 anmeldelser
456,22,Il Buco,4 ud af 5 bobler,92 anmeldelser
457,23,Itzi Pitzi Pizza,4 ud af 5 bobler,79 anmeldelser
458,24,Cafe Baryl,"4,5 ud af 5 bobler",30 anmeldelser
459,25,Restaurant 108,"3,5 ud af 5 bobler",630 anmeldelser
460,26,Akropolis,4 ud af 5 bobler,38 anmeldelser
461,27,WOK Christianshavn,"4,5 ud af 5 bobler",101 anmeldelser
462,28,Kates Joint,4 ud af 5 bobler,78 anmeldelser
463,29,The Packhouse,"4,5 ud af 5 bobler",26 anmeldelser
464,30,DAIZY'S,4 ud af 5 bobler,67 anmeldelser
466,1,L'Altro,"3,5 ud af 5 bobler",248 anmeldelser
467,2,Wagamama,"3,5 ud af 5 bobler",813 anmeldelser
468,3,Spaghetteria,4 ud af 5 bobler,64 anmeldelser
469,4,"Restaurant Paafuglen,Tivoli","3,5 ud af 5 bobler",397 anmeldelser
470,5,Jacobsen Brewhouse & Bar,4 ud af 5 bobler,45 anmeldelser
471,6,Seoul,4 ud af 5 bobler,51 anmeldelser
472,7,Tandoori Masala,"3,5 ud af 5 bobler",145 anmeldelser
473,8,Vita Boost Torvehallerne,"4,5 ud af 5 bobler",30 anmeldelser
474,9,Restaurant MANGAL,4 ud af 5 bobler,69 anmeldelser
475,10,CaféLoppen,"4,5 ud af 5 bobler",39 anmeldelser
476,11,Suphan Thai Takeaway,"4,5 ud af 5 bobler",41 anmeldelser
477,12,Café Nemoland,4 ud af 5 bobler,88 anmeldelser
478,13,Sea by Kiin Kiin,"3,5 ud af 5 bobler",185 anmeldelser
479,14,Ristorante Vesuvio of Copenhagen,"3,5 ud af 5 bobler",510 anmeldelser
480,15,Parma & Pasta,5 ud af 5 bobler,21 anmeldelser
481,16,Restaurant Menu'en,"4,5 ud af 5 bobler",30 anmeldelser
482,17,Gambero Rosso,4 ud af 5 bobler,80 anmeldelser
483,18,the laundromat cafe,"3,5 ud af 5 bobler",146 anmeldelser
484,19,Neighbourhood Frederiksborggade,4 ud af 5 bobler,66 anmeldelser
485,20,Chill-ee,5 ud af 5 bobler,18 anmeldelser
486,21,Fredco's Deli,"4,5 ud af 5 bobler",47 anmeldelser
487,22,Bevar's,4 ud af 5 bobler,45 anmeldelser
488,23,A Hereford Beefstouw Tivoli,"3,5 ud af 5 bobler",1.218 anmeldelser
489,24,NOSE2TAIL – Meatpacker,4 ud af 5 bobler,79 anmeldelser
490,25,Papa Ramen,4 ud af 5 bobler,91 anmeldelser
491,26,Bar Uno,"4,5 ud af 5 bobler",28 anmeldelser
492,27,Fabro,"4,5 ud af 5 bobler",23 anmeldelser
493,28,Cafe Pelikan,4 ud af 5 bobler,49 anmeldelser
494,29,Restaurant Turesen,4 ud af 5 bobler,49 anmeldelser
495,30,Ved Kajen,"3,5 ud af 5 bobler",351 anmeldelser
498,2,Sole D'Italia,4 ud af 5 bobler,315 anmeldelser
499,3,4Greeks Food,5 ud af 5 bobler,19 anmeldelser
500,4,Sushi Norregade,4 ud af 5 bobler,118 anmeldelser
501,5,Sushi-Tsukiji,5 ud af 5 bobler,19 anmeldelser
502,6,Ristorante ITALIANO Pompei,"3,5 ud af 5 bobler",226 anmeldelser
503,7,Bistro Les Halles,4 ud af 5 bobler,41 anmeldelser
504,8,Pho Saigon,4 ud af 5 bobler,66 anmeldelser
505,9,Savana Cafe og Restaurant,"4,5 ud af 5 bobler",51 anmeldelser
506,10,Kennedy's Irish Bar,"4,5 ud af 5 bobler",32 anmeldelser
507,11,Hvide Lam,4 ud af 5 bobler,69 anmeldelser
508,12,SUKAIBA Copenhagen,4 ud af 5 bobler,98 anmeldelser
509,13,Wrap House,"4,5 ud af 5 bobler",19 anmeldelser
510,14,Sans Souci Restaurant & Vinstue,4 ud af 5 bobler,111 anmeldelser
511,15,Mesón España,4 ud af 5 bobler,118 anmeldelser
512,16,Reinh. van Hauen Store Kongensgade,"4,5 ud af 5 bobler",29 anmeldelser
513,17,The Dubliner Downtown,4 ud af 5 bobler,95 anmeldelser
514,18,Ferment,"4,5 ud af 5 bobler",69 anmeldelser
515,19,Restaurant NOI,4 ud af 5 bobler,56 anmeldelser
516,20,Olsnedkeren,"4,5 ud af 5 bobler",30 anmeldelser
517,21,Café Grabow,"4,5 ud af 5 bobler",26 anmeldelser
518,22,Vinbodegaen Nørrebro,"4,5 ud af 5 bobler",39 anmeldelser
519,23,Veggie Heroes,"4,5 ud af 5 bobler",43 anmeldelser
520,24,Boathouse,4 ud af 5 bobler,83 anmeldelser
521,25,R Vinbar,4 ud af 5 bobler,60 anmeldelser
522,26,Den Lille Gule,"4,5 ud af 5 bobler",29 anmeldelser
523,27,Sukiyaki,4 ud af 5 bobler,98 anmeldelser
524,28,City Pub,4 ud af 5 bobler,40 anmeldelser
526,30,Filini Restaurant,4 ud af 5 bobler,126 anmeldelser
528,1,Konya Kebab,4 ud af 5 bobler,52 anmeldelser
529,2,Orsted Olbar,"4,5 ud af 5 bobler",26 anmeldelser
530,3,Eiffel Bar,"4,5 ud af 5 bobler",28 anmeldelser
531,4,Café Dalle Valle,"3,5 ud af 5 bobler",125 anmeldelser
532,5,Kanagawa Sushi,"4,5 ud af 5 bobler",33 anmeldelser
533,6,La Fabrica,4 ud af 5 bobler,49 anmeldelser
534,7,Iboo's Pizza & Pakistansk Takeaway,"4,5 ud af 5 bobler",44 anmeldelser
535,8,Hos Otto,"4,5 ud af 5 bobler",25 anmeldelser
536,9,Jah Izakaya & Sake Bar,4 ud af 5 bobler,72 anmeldelser
537,10,Cafe Oven Vande,"3,5 ud af 5 bobler",235 anmeldelser
538,11,The Harbour,4 ud af 5 bobler,117 anmeldelser
539,12,The Ricemarket,"3,5 ud af 5 bobler",261 anmeldelser
540,13,Faergekroen Bryghus,"3,5 ud af 5 bobler",483 anmeldelser
541,14,Retaurant Miga,4 ud af 5 bobler,54 anmeldelser
542,15,Café Espersen,"3,5 ud af 5 bobler",166 anmeldelser
543,16,Croissant'en,"4,5 ud af 5 bobler",31 anmeldelser
544,17,Bone's Restaurant (Amagerbrogade),4 ud af 5 bobler,81 anmeldelser
545,18,La Vecchia Gastronomia Italiana,"3,5 ud af 5 bobler",193 anmeldelser
546,19,Madklubben Frederiksberg,4 ud af 5 bobler,67 anmeldelser
547,20,Restaurant Pilekroen,4 ud af 5 bobler,80 anmeldelser
548,21,Cafe Salonen,"4,5 ud af 5 bobler",24 anmeldelser
549,22,Rialto grill,4 ud af 5 bobler,40 anmeldelser
550,23,Taormina,4 ud af 5 bobler,46 anmeldelser
551,24,Restaurant Omar,"4,5 ud af 5 bobler",33 anmeldelser
552,25,Trattoria 54,"4,5 ud af 5 bobler",27 anmeldelser
553,26,Trattoria Campo De Fiori,4 ud af 5 bobler,48 anmeldelser
554,27,Kiin Kiin Bao Bao,"3,5 ud af 5 bobler",133 anmeldelser
555,28,Grillen Burgerbar,4 ud af 5 bobler,46 anmeldelser
556,29,Bar 25,"4,5 ud af 5 bobler",40 anmeldelser
557,30,Thai Corner,4 ud af 5 bobler,39 anmeldelser
559,1,Deep,4 ud af 5 bobler,117 anmeldelser
560,2,Apollo Bar,4 ud af 5 bobler,37 anmeldelser
561,3,Plant Power Food,"4,5 ud af 5 bobler",31 anmeldelser
562,4,Kewei's Kitchen,5 ud af 5 bobler,28 anmeldelser
563,5,Sachi Sushi - Borgergade,4 ud af 5 bobler,36 anmeldelser
564,6,Pico Pizza,5 ud af 5 bobler,14 anmeldelser
565,7,Green Mango,4 ud af 5 bobler,46 anmeldelser
566,8,Royal Garden,4 ud af 5 bobler,137 anmeldelser
567,9,Otto,4 ud af 5 bobler,63 anmeldelser
568,10,Beau Marche,4 ud af 5 bobler,31 anmeldelser
569,11,Gao Dumpling Bar,4 ud af 5 bobler,39 anmeldelser
570,12,Provins,4 ud af 5 bobler,50 anmeldelser
571,13,TGI Fridays,"3,5 ud af 5 bobler",479 anmeldelser
572,14,Fætter Fætter,"4,5 ud af 5 bobler",41 anmeldelser
573,15,Restaurant Kaptajn,4 ud af 5 bobler,30 anmeldelser
574,16,Nyhavn 14,4 ud af 5 bobler,89 anmeldelser
575,17,Cafe 22,"3,5 ud af 5 bobler",171 anmeldelser
576,18,Gourmandiet,"4,5 ud af 5 bobler",43 anmeldelser
577,19,Wedofood,4 ud af 5 bobler,51 anmeldelser
578,20,Ahaaa Det Arabiske Madhus,4 ud af 5 bobler,47 anmeldelser
579,21,Restaurant Sundby Sejlforening,"3,5 ud af 5 bobler",113 anmeldelser
580,22,Restaurant Klubben,"3,5 ud af 5 bobler",231 anmeldelser
581,23,A Hereford Beefstouw København,"3,5 ud af 5 bobler",124 anmeldelser
582,24,Xilonen - House of Corn,5 ud af 5 bobler,13 anmeldelser
583,25,Kihoskh,"4,5 ud af 5 bobler",25 anmeldelser
584,26,The Fish Project,5 ud af 5 bobler,14 anmeldelser
585,27,Bakaliko Greek-Deli,4 ud af 5 bobler,78 anmeldelser
586,28,Grillen Amagerbro,4 ud af 5 bobler,75 anmeldelser
587,29,Little Italy Pizza,"4,5 ud af 5 bobler",24 anmeldelser
588,30,Ristorante San Giorgio,4 ud af 5 bobler,106 anmeldelser
590,1,Peter Beier Chokolade,"4,5 ud af 5 bobler",19 anmeldelser
591,2,Rabes Have,4 ud af 5 bobler,52 anmeldelser
592,3,El Tapeo,"3,5 ud af 5 bobler",135 anmeldelser
593,4,Wokshop Cantina Take Away,"3,5 ud af 5 bobler",168 anmeldelser
594,5,Quattro Fontane Italiensk Restaurant,4 ud af 5 bobler,99 anmeldelser
595,6,Godtfolk,"4,5 ud af 5 bobler",21 anmeldelser
596,7,Madsalen,4 ud af 5 bobler,69 anmeldelser
598,9,Charlottehaven,4 ud af 5 bobler,60 anmeldelser
599,10,Mado Copenhagen,4 ud af 5 bobler,109 anmeldelser
600,11,Rumbles Sydhavn,"4,5 ud af 5 bobler",35 anmeldelser
601,12,O'learys Mayfair,4 ud af 5 bobler,40 anmeldelser
602,13,Smag,"4,5 ud af 5 bobler",51 anmeldelser
603,14,Cafe Wanna'B,"3,5 ud af 5 bobler",123 anmeldelser
604,15,cafe viggo,"3,5 ud af 5 bobler",109 anmeldelser
605,16,Lillians Smorresbord,"4,5 ud af 5 bobler",18 anmeldelser
606,17,Pizzaria Cavallino,"4,5 ud af 5 bobler",27 anmeldelser
607,18,Tribeca NV,"3,5 ud af 5 bobler",141 anmeldelser
608,19,Cock's & Cows Østerbro,4 ud af 5 bobler,64 anmeldelser
609,20,Grand Vue,"3,5 ud af 5 bobler",148 anmeldelser
610,21,Casa d'Antino,4 ud af 5 bobler,99 anmeldelser
611,22,Currybox,5 ud af 5 bobler,12 anmeldelser
612,23,Tivoli Biergarten,"3,5 ud af 5 bobler",101 anmeldelser
613,24,Café og Restaurant Ofelia,"3,5 ud af 5 bobler",202 anmeldelser
614,25,Social Corner Board Game Cafe,5 ud af 5 bobler,12 anmeldelser
615,26,Frederik VI,4 ud af 5 bobler,42 anmeldelser
616,27,PMY,4 ud af 5 bobler,66 anmeldelser
617,28,Blaabjerg & Madsen - Vesterbro,5 ud af 5 bobler,15 anmeldelser
618,29,Magasasa street kitchen,"3,5 ud af 5 bobler",228 anmeldelser
619,30,Den Vandrette,4 ud af 5 bobler,51 anmeldelser
621,1,Restaurant Flakfortet,4 ud af 5 bobler,33 anmeldelser
622,2,Restaurant Rimini,4 ud af 5 bobler,82 anmeldelser
624,4,Halifax Amager,4 ud af 5 bobler,42 anmeldelser
625,5,Burks køkken & bar,5 ud af 5 bobler,14 anmeldelser
626,6,Isted Grill,"4,5 ud af 5 bobler",19 anmeldelser
627,7,LETZ SUSHI CHRISTIANSHAVN,4 ud af 5 bobler,75 anmeldelser
629,9,Restaurant Tokyo,4 ud af 5 bobler,86 anmeldelser
630,10,Vaertshuset Pinden,"4,5 ud af 5 bobler",29 anmeldelser
631,11,Boutique Fisk,4 ud af 5 bobler,26 anmeldelser
632,12,The Modern,4 ud af 5 bobler,46 anmeldelser
633,13,Huset med det Gronne Trae,"4,5 ud af 5 bobler",30 anmeldelser
634,14,Lomos Food Shop,"4,5 ud af 5 bobler",48 anmeldelser
635,15,Be Steak,4 ud af 5 bobler,33 anmeldelser
636,16,Ayuttaya,4 ud af 5 bobler,34 anmeldelser
637,17,Sing Tehus,"4,5 ud af 5 bobler",24 anmeldelser
638,18,Leifs Pizzeria,4 ud af 5 bobler,35 anmeldelser
639,19,Mikropolis,"4,5 ud af 5 bobler",25 anmeldelser
640,20,Bar Rye,"4,5 ud af 5 bobler",15 anmeldelser
641,21,Hos Fischer,4 ud af 5 bobler,140 anmeldelser
642,22,Dia'legd Olbar,"4,5 ud af 5 bobler",19 anmeldelser
643,23,Peter Beier Chokolade A/S,"4,5 ud af 5 bobler",24 anmeldelser
644,24,Cafe Taxa,"3,5 ud af 5 bobler",97 anmeldelser
645,25,Oki Sushi,4 ud af 5 bobler,38 anmeldelser
646,26,Bo-Bi Bar,"4,5 ud af 5 bobler",22 anmeldelser
648,28,Restaurant Vandvid,4 ud af 5 bobler,67 anmeldelser
649,29,Restaurant Kul,"3,5 ud af 5 bobler",133 anmeldelser
650,30,Wanthanas Thai Kichen,"4,5 ud af 5 bobler",17 anmeldelser
653,2,Cafe Stella,"3,5 ud af 5 bobler",348 anmeldelser
654,3,Cafe Fata'Morgana,4 ud af 5 bobler,83 anmeldelser
655,4,Otto's,4 ud af 5 bobler,57 anmeldelser
656,5,Okko,4 ud af 5 bobler,67 anmeldelser
657,6,Boltens Food Court,"4,5 ud af 5 bobler",13 anmeldelser
658,7,Restaurant Els,"3,5 ud af 5 bobler",299 anmeldelser
659,8,Restaurant BARK,"3,5 ud af 5 bobler",87 anmeldelser
660,9,Kasai sushi,4 ud af 5 bobler,37 anmeldelser
661,10,MD Thai,"4,5 ud af 5 bobler",32 anmeldelser
662,11,Moose Bar,4 ud af 5 bobler,44 anmeldelser
663,12,Cava Bar,4 ud af 5 bobler,42 anmeldelser
664,13,Sushi2500,"4,5 ud af 5 bobler",49 anmeldelser
665,14,20 Grams -Specialty Coffee Shop,5 ud af 5 bobler,11 anmeldelser
666,15,The Grill,4 ud af 5 bobler,56 anmeldelser
667,16,Gorda Empanadas,5 ud af 5 bobler,11 anmeldelser
668,17,Berlin Bar,4 ud af 5 bobler,36 anmeldelser
669,18,La Baracca,"4,5 ud af 5 bobler",22 anmeldelser
670,19,La Banchina,4 ud af 5 bobler,46 anmeldelser
671,20,Sofie Kaelderen,"4,5 ud af 5 bobler",18 anmeldelser
673,22,Streckers,"3,5 ud af 5 bobler",113 anmeldelser
674,23,Cicchetti,4 ud af 5 bobler,37 anmeldelser
675,24,Plaza Grill,4 ud af 5 bobler,101 anmeldelser
676,25,Restaurant Barshu,"4,5 ud af 5 bobler",18 anmeldelser
677,26,Restaurant Ilden København,4 ud af 5 bobler,46 anmeldelser
678,27,Soernes Olbar,4 ud af 5 bobler,39 anmeldelser
679,28,Gravy,"4,5 ud af 5 bobler",26 anmeldelser
680,29,Cholon by Lâm Lê,"4,5 ud af 5 bobler",15 anmeldelser
681,30,Il Locale Italian Craft Beer,4 ud af 5 bobler,35 anmeldelser
683,1,Svane Pub,"3,5 ud af 5 bobler",56 anmeldelser
684,2,Søpromenaden,4 ud af 5 bobler,66 anmeldelser
685,3,The First Lady,4 ud af 5 bobler,47 anmeldelser
686,4,Hallernes smørrebrød,"4,5 ud af 5 bobler",16 anmeldelser
687,5,Good Morning Vietnam,4 ud af 5 bobler,69 anmeldelser
688,6,Boulebar Nørregade,"3,5 ud af 5 bobler",117 anmeldelser
689,7,Cafe Høegs,4 ud af 5 bobler,78 anmeldelser
690,8,Rugantino,4 ud af 5 bobler,49 anmeldelser
691,9,Terroiristen,"4,5 ud af 5 bobler",29 anmeldelser
692,10,Barbar Bar,"3,5 ud af 5 bobler",121 anmeldelser
693,11,Ancestrale,4 ud af 5 bobler,33 anmeldelser
694,12,1. th,4 ud af 5 bobler,88 anmeldelser
695,13,No 95,5 ud af 5 bobler,15 anmeldelser
696,14,Pixie,"3,5 ud af 5 bobler",119 anmeldelser
697,15,Cafe Marzano,"4,5 ud af 5 bobler",16 anmeldelser
698,16,Kiin Kiin Street at WestMarket,"4,5 ud af 5 bobler",19 anmeldelser
699,17,Ritas Smørrebrød,"4,5 ud af 5 bobler",17 anmeldelser
700,18,Sapore D´Italia,4 ud af 5 bobler,34 anmeldelser
701,19,Miklagaard Café & Steakhouse,4 ud af 5 bobler,44 anmeldelser
702,20,Thai Asien Take Away,4 ud af 5 bobler,27 anmeldelser
703,21,Bagerdygtigt,"4,5 ud af 5 bobler",19 anmeldelser
704,22,Hav Torvehallerne,"4,5 ud af 5 bobler",19 anmeldelser
705,23,Wannisa,4 ud af 5 bobler,25 anmeldelser
706,24,Toga Vinstue,4 ud af 5 bobler,35 anmeldelser
707,25,Victorious Sportsbar & Café,5 ud af 5 bobler,12 anmeldelser
708,26,PzNordic,"4,5 ud af 5 bobler",24 anmeldelser
709,27,Watami,4 ud af 5 bobler,72 anmeldelser
710,28,Takii Sushi,4 ud af 5 bobler,53 anmeldelser
711,29,Bombay,"3,5 ud af 5 bobler",120 anmeldelser
