,Unnamed: 0,name,bubble,review
1442,16,The Bagel Co,"3,5 ud af 5 bobler",4 anmeldelser
1443,17,Marrakesh Kitchen,"4,5 ud af 5 bobler",2 anmeldelser
1444,18,Send flere krydderier,"3,5 ud af 5 bobler",6 anmeldelser
1445,19,The Set,5 ud af 5 bobler,1 anmeldelse
1446,20,Kinesiske Mur,"3,5 ud af 5 bobler",46 anmeldelser
1447,21,BarPasta,"3,5 ud af 5 bobler",3 anmeldelser
1448,22,Mon Amour Pâtissier - Glacier,"3,5 ud af 5 bobler",3 anmeldelser
1449,23,Biblioteket Danasvej,5 ud af 5 bobler,1 anmeldelse
1450,24,Piccolino Pizzeria & Sandwichbar,4 ud af 5 bobler,2 anmeldelser
1451,25,Pizzeria Pepe,5 ud af 5 bobler,1 anmeldelse
1452,26,Figaro,"3,5 ud af 5 bobler",5 anmeldelser
1453,27,Axolotl,5 ud af 5 bobler,1 anmeldelse
1454,28,Cafe Dubai,"3,5 ud af 5 bobler",3 anmeldelser
1455,29,K15,"3,5 ud af 5 bobler",6 anmeldelser
1456,30,La focaccia,3 ud af 5 bobler,9 anmeldelser
1458,1,Yolkie Egg Joint,"3,5 ud af 5 bobler",5 anmeldelser
1459,2,Sultan Palace,3 ud af 5 bobler,77 anmeldelser
1460,3,El Guanche,"3,5 ud af 5 bobler",4 anmeldelser
1461,4,Cafe Hyggestuen,4 ud af 5 bobler,3 anmeldelser
1462,5,New Tokyo Sushi,5 ud af 5 bobler,1 anmeldelse
1463,6,Guldkroen 11,3 ud af 5 bobler,56 anmeldelser
1464,7,Cheesecake Huset,"3,5 ud af 5 bobler",8 anmeldelser
1465,8,Wabiwabi Sushi & More,3 ud af 5 bobler,52 anmeldelser
1466,9,Dragon Grill Express,"3,5 ud af 5 bobler",11 anmeldelser
1467,10,Bedste kaffebar i kbh,5 ud af 5 bobler,1 anmeldelse
1468,11,Café Baggården,5 ud af 5 bobler,1 anmeldelse
1469,12,Green & Yellow Restaurant,"3,5 ud af 5 bobler",4 anmeldelser
1470,13,TS Smørrebrød,"3,5 ud af 5 bobler",3 anmeldelser
1471,14,Suyiyaki Japansk Restaurant,"3,5 ud af 5 bobler",3 anmeldelser
1472,15,Pejsegaarden,"3,5 ud af 5 bobler",2 anmeldelser
1473,16,Ristorante & Pizzeria Il Rustico,4 ud af 5 bobler,1 anmeldelse
1474,17,Greta's,4 ud af 5 bobler,1 anmeldelse
1475,18,Kopan Street,4 ud af 5 bobler,1 anmeldelse
1476,19,Bryggen11,4 ud af 5 bobler,1 anmeldelse
1477,20,Il Borgo,4 ud af 5 bobler,1 anmeldelse
1478,21,Isklubben CPH,4 ud af 5 bobler,1 anmeldelse
1479,22,7 Eleven,"3,5 ud af 5 bobler",2 anmeldelser
1480,23,Okawari Sushi,"3,5 ud af 5 bobler",3 anmeldelser
1481,24,cafe Emil,3 ud af 5 bobler,34 anmeldelser
1482,25,Cafe Paris,4 ud af 5 bobler,1 anmeldelse
1483,26,Cafe Arcade,4 ud af 5 bobler,1 anmeldelse
1484,27,Radhusstræde BAGEL & SALATBAR,4 ud af 5 bobler,1 anmeldelse
1485,28,Cafe Palads,4 ud af 5 bobler,1 anmeldelse
1486,29,MAUI Reykjaviksgade ApS,"3,5 ud af 5 bobler",3 anmeldelser
1487,30,Stuen 11,4 ud af 5 bobler,1 anmeldelse
1489,1,Laboca,"3,5 ud af 5 bobler",2 anmeldelser
1490,2,Karamba,"3,5 ud af 5 bobler",3 anmeldelser
1492,4,Güllüoglu,4 ud af 5 bobler,1 anmeldelse
1493,5,Palæo Frederiksberg Center,"3,5 ud af 5 bobler",4 anmeldelser
1494,6,Mät Copenhagen,3 ud af 5 bobler,162 anmeldelser
1495,7,Krôyers,3 ud af 5 bobler,45 anmeldelser
1496,8,Antico Forno a Legna,4 ud af 5 bobler,1 anmeldelse
1498,10,Hunkar Restaurant,4 ud af 5 bobler,2 anmeldelser
1499,11,LETZ SUSHI NØRREBRO,"3,5 ud af 5 bobler",9 anmeldelser
1500,12,Mozarts grill,4 ud af 5 bobler,1 anmeldelse
1501,13,Bavnehøj Smørrebrød & Sandwich,"3,5 ud af 5 bobler",2 anmeldelser
1502,14,Orientalsk Steak House,4 ud af 5 bobler,1 anmeldelse
1503,15,Ost deli,5 ud af 5 bobler,1 anmeldelse
1504,16,Kebab Street kitchen,4 ud af 5 bobler,1 anmeldelse
1505,17,Cous Cous,5 ud af 5 bobler,1 anmeldelse
1506,18,Intermezzo,"3,5 ud af 5 bobler",3 anmeldelser
1507,19,Bulko,3 ud af 5 bobler,10 anmeldelser
1508,20,Rosengarden Bodega,"3,5 ud af 5 bobler",8 anmeldelser
1509,21,Den Go'e Kaffebar,5 ud af 5 bobler,7 anmeldelser
1510,22,Cafe Betty Aps,4 ud af 5 bobler,1 anmeldelse
1511,23,Teglholmens-Cafe,4 ud af 5 bobler,1 anmeldelse
1512,24,Cucinetta,3 ud af 5 bobler,29 anmeldelser
1513,25,Cafe Grusgraven,"3,5 ud af 5 bobler",5 anmeldelser
1514,26,Café La Grotte,4 ud af 5 bobler,1 anmeldelse
1515,27,Café Delfinen,4 ud af 5 bobler,1 anmeldelse
1516,28,Akiba Sushi & Wok,3 ud af 5 bobler,15 anmeldelser
1517,29,Fuyi,"3,5 ud af 5 bobler",2 anmeldelser
1518,30,Mediterranean Kitchen,3 ud af 5 bobler,29 anmeldelser
1522,3,Bellmans café,4 ud af 5 bobler,1 anmeldelse
1523,4,Styrmanden Cafe-Restaurant,4 ud af 5 bobler,1 anmeldelse
1524,5,Vietnam Quan,"3,5 ud af 5 bobler",4 anmeldelser
1527,8,Legi Legi,5 ud af 5 bobler,1 anmeldelse
1528,9,Julios Pizze Cucina (Marios Express Pizza),4 ud af 5 bobler,1 anmeldelse
1529,10,Café Le Rouge,3 ud af 5 bobler,6 anmeldelser
1530,11,Thaiaway,"3,5 ud af 5 bobler",3 anmeldelser
1531,12,Rendez,3 ud af 5 bobler,10 anmeldelser
1532,13,Cafe casa denmark,"3,5 ud af 5 bobler",18 anmeldelser
1533,14,Cafe Maroc,"3,5 ud af 5 bobler",4 anmeldelser
1534,15,Det go'e Smørrebrød,4 ud af 5 bobler,1 anmeldelse
1535,16,Il Paradiso,5 ud af 5 bobler,1 anmeldelse
1536,17,YamYam,3 ud af 5 bobler,10 anmeldelser
1537,18,King Of Kebab Pizza & Grill,3 ud af 5 bobler,11 anmeldelser
1538,19,The Green Corner,4 ud af 5 bobler,1 anmeldelse
1539,20,Gusto Italiano,"3,5 ud af 5 bobler",3 anmeldelser
1540,21,Sydhavnens Pizzaria,"3,5 ud af 5 bobler",6 anmeldelser
1541,22,Osteriet & Ko,"3,5 ud af 5 bobler",2 anmeldelser
1542,23,Tacos Chucho,"3,5 ud af 5 bobler",3 anmeldelser
1543,24,Rosenborggade,4 ud af 5 bobler,1 anmeldelse
1545,26,Cafe La Bella Ristorante,"3,5 ud af 5 bobler",7 anmeldelser
1546,27,Flisen Bar & Burgers,"3,5 ud af 5 bobler",3 anmeldelser
1547,28,Amarone,3 ud af 5 bobler,93 anmeldelser
1548,29,Giin Khao,"3,5 ud af 5 bobler",8 anmeldelser
1549,30,Kaffebaren Soender Boulevard 68,4 ud af 5 bobler,1 anmeldelse
1551,1,Sushi Time,4 ud af 5 bobler,1 anmeldelse
1552,2,Café B,3 ud af 5 bobler,21 anmeldelser
1553,3,Olsen,4 ud af 5 bobler,1 anmeldelse
1554,4,Malta Cafeteria Og Selskabslokaler,4 ud af 5 bobler,1 anmeldelse
1555,5,Just Thai,3 ud af 5 bobler,82 anmeldelser
1556,6,Sushiya,3 ud af 5 bobler,8 anmeldelser
1557,7,El Porron,"3,5 ud af 5 bobler",129 anmeldelser
1558,8,Mama Mia,3 ud af 5 bobler,9 anmeldelser
1559,9,Café La Vento,3 ud af 5 bobler,5 anmeldelser
1560,10,Lounge V120,4 ud af 5 bobler,1 anmeldelse
1561,11,wokAmok,3 ud af 5 bobler,7 anmeldelser
1562,12,Spicy Lounge,3 ud af 5 bobler,5 anmeldelser
1563,13,Grab ’n' Go Burgers,3 ud af 5 bobler,8 anmeldelser
1564,14,Beduin Bar,"3,5 ud af 5 bobler",4 anmeldelser
1565,15,Brasseriet,"3,5 ud af 5 bobler",3 anmeldelser
1566,16,Nena's,4 ud af 5 bobler,1 anmeldelse
1567,17,Min Sandwich,"3,5 ud af 5 bobler",2 anmeldelser
1568,18,Sweet Giulia,"3,5 ud af 5 bobler",3 anmeldelser
1569,19,Gelato Italiano,3 ud af 5 bobler,8 anmeldelser
1570,20,Sumo Sushi,"3,5 ud af 5 bobler",5 anmeldelser
1571,21,Lou Lou,3 ud af 5 bobler,24 anmeldelser
1572,22,The Harbour Grill,3 ud af 5 bobler,19 anmeldelser
1573,23,Foodish,"3,5 ud af 5 bobler",2 anmeldelser
1574,24,Brod Vaerten,3 ud af 5 bobler,2 anmeldelser
1575,25,Halmtorvet 9,"3,5 ud af 5 bobler",11 anmeldelser
1576,26,Pizza Dronning Regina,"3,5 ud af 5 bobler",4 anmeldelser
1577,27,Gorm bakery,3 ud af 5 bobler,10 anmeldelser
1578,28,Middelgrundsfortet,"3,5 ud af 5 bobler",3 anmeldelser
1579,29,King Chicken,"3,5 ud af 5 bobler",4 anmeldelser
1580,30,Vietnam,"3,5 ud af 5 bobler",20 anmeldelser
1582,1,Restaurant Little Italy,3 ud af 5 bobler,38 anmeldelser
1583,2,Elefanten,3 ud af 5 bobler,7 anmeldelser
1584,3,Woodhouse Lounge,3 ud af 5 bobler,9 anmeldelser
1585,4,Mecca,3 ud af 5 bobler,4 anmeldelser
1586,5,AC Lounge,3 ud af 5 bobler,11 anmeldelser
1587,6,Shiimi - A New Taste of Thailand,3 ud af 5 bobler,2 anmeldelser
1588,7,Cafe Suhrs,3 ud af 5 bobler,2 anmeldelser
1589,8,Vi Viet,5 ud af 5 bobler,29 anmeldelser
1590,9,Mamma's,3 ud af 5 bobler,13 anmeldelser
1591,10,Mr. Rice,3 ud af 5 bobler,1 anmeldelse
1593,12,Nordic Noodles,3 ud af 5 bobler,1 anmeldelse
1594,13,Kuzhi,3 ud af 5 bobler,1 anmeldelse
1595,14,Columbia Chicken & Burger,3 ud af 5 bobler,1 anmeldelse
1596,15,Strædets Kaffebar,3 ud af 5 bobler,1 anmeldelse
1597,16,Jabob's Bageri,3 ud af 5 bobler,1 anmeldelse
1598,17,Cafe Temptation,3 ud af 5 bobler,1 anmeldelse
1599,18,The Mexican Donkey,3 ud af 5 bobler,1 anmeldelse
1600,19,Arket,3 ud af 5 bobler,1 anmeldelse
1601,20,Cafe Globetrotter,3 ud af 5 bobler,1 anmeldelse
1602,21,Roma Pizzeria & Grill,3 ud af 5 bobler,1 anmeldelse
1603,22,Carl's Madhus,3 ud af 5 bobler,1 anmeldelse
1604,23,7-Eleven,3 ud af 5 bobler,1 anmeldelse
1605,24,hotel Amerika,3 ud af 5 bobler,1 anmeldelse
1606,25,Restaurant Fodkold,3 ud af 5 bobler,1 anmeldelse
1607,26,Blomst,3 ud af 5 bobler,2 anmeldelser
1608,27,Stubben Cafe & Bar,3 ud af 5 bobler,1 anmeldelse
1609,28,Hiko Pizza,3 ud af 5 bobler,2 anmeldelser
1610,29,ArkArd,3 ud af 5 bobler,1 anmeldelse
1611,30,Um Hanza,3 ud af 5 bobler,1 anmeldelse
1613,1,Kødbyens Rosébar,3 ud af 5 bobler,1 anmeldelse
1614,2,Indian Flavours,3 ud af 5 bobler,30 anmeldelser
1615,3,Philly's Danmark,3 ud af 5 bobler,2 anmeldelser
1616,4,Cafe Phenix,3 ud af 5 bobler,28 anmeldelser
1617,5,Café Bambú,3 ud af 5 bobler,3 anmeldelser
1618,6,YoSushi,3 ud af 5 bobler,31 anmeldelser
1619,7,LETZ SUSHI ØSTERBRO,"3,5 ud af 5 bobler",19 anmeldelser
1620,8,Burger Palace,3 ud af 5 bobler,21 anmeldelser
1621,9,Thali,3 ud af 5 bobler,2 anmeldelser
1622,10,Ishuset,3 ud af 5 bobler,2 anmeldelser
1623,11,Cafe Restaurant Bar Hollywood,3 ud af 5 bobler,4 anmeldelser
1624,12,Restaurant Eldorado,3 ud af 5 bobler,19 anmeldelser
1625,13,LETZ SUSHI FISKETORVET,3 ud af 5 bobler,16 anmeldelser
1626,14,Dorfs Gastrobar,3 ud af 5 bobler,16 anmeldelser
1627,15,Strand Pizza,3 ud af 5 bobler,3 anmeldelser
1628,16,Café Koebenhavn,"2,5 ud af 5 bobler",2 anmeldelser
1629,17,Sicilia Pizzeria,3 ud af 5 bobler,5 anmeldelser
1630,18,Café Danasia,"4,5 ud af 5 bobler",3 anmeldelser
1631,19,Guldgrillen,3 ud af 5 bobler,28 anmeldelser
1632,20,Pizza House,3 ud af 5 bobler,14 anmeldelser
1633,21,Hansens Is Kaffe,3 ud af 5 bobler,2 anmeldelser
1634,22,Kebaben,3 ud af 5 bobler,3 anmeldelser
1635,23,Rosetta Delikatesser,3 ud af 5 bobler,3 anmeldelser
1636,24,Jin Cheng,3 ud af 5 bobler,13 anmeldelser
1637,25,Atletica,4 ud af 5 bobler,6 anmeldelser
1638,26,Nubilo Pizza,3 ud af 5 bobler,2 anmeldelser
1639,27,Backstage Bar & Restaurant,3 ud af 5 bobler,16 anmeldelser
1640,28,Canton Restaurant,3 ud af 5 bobler,73 anmeldelser
1641,29,Restaurant Laura,3 ud af 5 bobler,31 anmeldelser
1642,30,Great China,3 ud af 5 bobler,13 anmeldelser
1644,1,McDonald's Kongens Nytorv,3 ud af 5 bobler,9 anmeldelser
1645,2,Indiana Mexican Restaurant,3 ud af 5 bobler,51 anmeldelser
1646,3,Mocca Kaffebar,3 ud af 5 bobler,7 anmeldelser
1647,4,Barock,3 ud af 5 bobler,696 anmeldelser
1648,5,Senorita Mexicansk Restaurant,3 ud af 5 bobler,105 anmeldelser
1649,6,Restaurant Barcelona,3 ud af 5 bobler,16 anmeldelser
1650,7,Cafe Ludwigsen,3 ud af 5 bobler,8 anmeldelser
1651,8,Hennings Corner,3 ud af 5 bobler,2 anmeldelser
1652,9,India Palace Restaurant,3 ud af 5 bobler,231 anmeldelser
1653,10,XO Burgers and Steaks,3 ud af 5 bobler,5 anmeldelser
1654,11,Teglværket,3 ud af 5 bobler,7 anmeldelser
1655,12,Cafe Bopa,3 ud af 5 bobler,132 anmeldelser
1656,13,Restaurant Royal Palace,3 ud af 5 bobler,44 anmeldelser
1657,14,Wedo burgers,3 ud af 5 bobler,7 anmeldelser
1658,15,Cafe Two o Two,3 ud af 5 bobler,5 anmeldelser
1659,16,Chuck & Cherry,2 ud af 5 bobler,1 anmeldelse
1660,17,The Old Irish Pub,3 ud af 5 bobler,12 anmeldelser
1661,18,7/11,"2,5 ud af 5 bobler",3 anmeldelser
1662,19,Eataly,"2,5 ud af 5 bobler",2 anmeldelser
1663,20,Bodega Tivoli Vinstue,"2,5 ud af 5 bobler",4 anmeldelser
1665,22,7 Seas Restaurant,3 ud af 5 bobler,25 anmeldelser
1666,23,Vestauranten,"2,5 ud af 5 bobler",19 anmeldelser
1667,24,Kafeteria,3 ud af 5 bobler,15 anmeldelser
1668,25,Kellerdirk,3 ud af 5 bobler,29 anmeldelser
1669,26,Palermo Pizza,2 ud af 5 bobler,1 anmeldelse
1670,27,Nachos,"2,5 ud af 5 bobler",2 anmeldelser
1671,28,Fuji sushi,3 ud af 5 bobler,23 anmeldelser
1672,29,Cafe Sundet,3 ud af 5 bobler,40 anmeldelser
1673,30,Bobuska,"2,5 ud af 5 bobler",2 anmeldelser
1675,1,Cocolo,2 ud af 5 bobler,1 anmeldelse
1676,2,Retreat,"3,5 ud af 5 bobler",7 anmeldelser
1677,3,Stefanos Grønne Hjørne,3 ud af 5 bobler,12 anmeldelser
1678,4,Maggies,3 ud af 5 bobler,21 anmeldelser
1679,5,Pirateriet,3 ud af 5 bobler,58 anmeldelser
1680,6,Baobab,5 ud af 5 bobler,2 anmeldelser
1681,7,Restaurant New Ankara,"2,5 ud af 5 bobler",6 anmeldelser
1682,8,Carisma ApS,1 ud af 5 bobler,1 anmeldelse
1683,9,Fisch-Art,"2,5 ud af 5 bobler",11 anmeldelser
1684,10,Happy Sushi,3 ud af 5 bobler,19 anmeldelser
1685,11,Kashmir,2 ud af 5 bobler,1 anmeldelse
1686,12,Restaurant Babylon,2 ud af 5 bobler,2 anmeldelser
1687,13,Cafe A,3 ud af 5 bobler,49 anmeldelser
1688,14,Den skaldede Kok,"2,5 ud af 5 bobler",16 anmeldelser
1689,15,Benvenuti Pizzeria Emdrup,3 ud af 5 bobler,4 anmeldelser
1690,16,Chinos,"2,5 ud af 5 bobler",4 anmeldelser
1691,17,Wan Hao,3 ud af 5 bobler,17 anmeldelser
1692,18,Restaurant Nova,3 ud af 5 bobler,470 anmeldelser
1693,19,Spise/Bar15,"2,5 ud af 5 bobler",6 anmeldelser
1694,20,Mat 99,"2,5 ud af 5 bobler",10 anmeldelser
1695,21,Kageværket,"2,5 ud af 5 bobler",4 anmeldelser
1696,22,Lazio Italiano,"2,5 ud af 5 bobler",4 anmeldelser
1697,23,Axelborg Chinese Restaurant,3 ud af 5 bobler,40 anmeldelser
1698,24,McDonald's,3 ud af 5 bobler,8 anmeldelser
1699,25,Kervan,3 ud af 5 bobler,8 anmeldelser
1700,26,Restaurant Balkonen,1 ud af 5 bobler,1 anmeldelse
1701,27,Mama Rosa,3 ud af 5 bobler,476 anmeldelser
1702,28,Pause,3 ud af 5 bobler,17 anmeldelser
1703,29,The Potato Factory,2 ud af 5 bobler,4 anmeldelser
1704,30,PS Bar,"2,5 ud af 5 bobler",27 anmeldelser
1707,2,Thaiboksen,2 ud af 5 bobler,2 anmeldelser
1708,3,Kaelderen 13,"2,5 ud af 5 bobler",3 anmeldelser
1709,4,Punjabi,2 ud af 5 bobler,2 anmeldelser
1710,5,La Sirene,3 ud af 5 bobler,356 anmeldelser
1711,6,Dāna,"2,5 ud af 5 bobler",3 anmeldelser
1712,7,Thai2You,"2,5 ud af 5 bobler",14 anmeldelser
1713,8,Indian Ocean,"2,5 ud af 5 bobler",15 anmeldelser
1714,9,VACA - Mexican Finger Food,"2,5 ud af 5 bobler",9 anmeldelser
1715,10,Gastronomia Italiana Dieci,1 ud af 5 bobler,1 anmeldelse
1716,11,Pizzaport Femøren,"2,5 ud af 5 bobler",7 anmeldelser
1717,12,Kentucky Fried Chicken,"2,5 ud af 5 bobler",8 anmeldelser
1718,13,Medina,"2,5 ud af 5 bobler",14 anmeldelser
1719,14,Kujaku,1 ud af 5 bobler,1 anmeldelse
1720,15,Cafe Ultimo,"2,5 ud af 5 bobler",46 anmeldelser
1721,16,MammaMia,"2,5 ud af 5 bobler",24 anmeldelser
1722,17,Blox Eats,"2,5 ud af 5 bobler",14 anmeldelser
1723,18,Café Dan Turell,"2,5 ud af 5 bobler",91 anmeldelser
1724,19,The American Restaurant & Diner,"2,5 ud af 5 bobler",132 anmeldelser
1725,20,Cafe´Clouseau,"2,5 ud af 5 bobler",4 anmeldelser
1726,21,Asian Palace,"2,5 ud af 5 bobler",19 anmeldelser
1727,22,Cafe Q,"1,5 ud af 5 bobler",2 anmeldelser
1728,23,Pizzeria Leo - Sølvgade,"2,5 ud af 5 bobler",5 anmeldelser
1729,24,Mint By India Royale,"4,5 ud af 5 bobler",12 anmeldelser
1730,25,Cafe Wok,1 ud af 5 bobler,1 anmeldelse
1731,26,Præg Kaffebar,1 ud af 5 bobler,1 anmeldelse
1732,27,Café Stafetten,"2,5 ud af 5 bobler",24 anmeldelser
1733,28,Pasta Mania,3 ud af 5 bobler,22 anmeldelser
1735,30,Dwaraka Indisk Restaurant,1 ud af 5 bobler,1 anmeldelse
1737,1,Restaurant OASI'D ITALIA,"2,5 ud af 5 bobler",31 anmeldelser
1738,2,Nachos Vesterbrogade,"2,5 ud af 5 bobler",16 anmeldelser
1739,3,Cafe Restaurant Hollywood,"1,5 ud af 5 bobler",2 anmeldelser
1740,4,Venus Pizzeria,"2,5 ud af 5 bobler",17 anmeldelser
1741,5,Bagel Factory,2 ud af 5 bobler,4 anmeldelser
1742,6,Go Away,"2,5 ud af 5 bobler",7 anmeldelser
1743,7,Salonen,"4,5 ud af 5 bobler",5 anmeldelser
1744,8,Konnild's,"2,5 ud af 5 bobler",28 anmeldelser
1745,9,Kung Fu Street Food Tivoli Food Hall,"2,5 ud af 5 bobler",23 anmeldelser
1747,11,The Viking House,"2,5 ud af 5 bobler",26 anmeldelser
1748,12,Copenhagen Diner 'n' Steak,"2,5 ud af 5 bobler",8 anmeldelser
1749,13,La Coruna Pizza,"1,5 ud af 5 bobler",2 anmeldelser
1750,14,Richmond Hotel Restaurant,"2,5 ud af 5 bobler",54 anmeldelser
1751,15,Restaurant Sunnyside,"2,5 ud af 5 bobler",8 anmeldelser
1752,16,Copenhagen Asian Food,"1,5 ud af 5 bobler",2 anmeldelser
1753,17,Upper Crust,"2,5 ud af 5 bobler",13 anmeldelser
1754,18,Khorn Vesterbro,"2,5 ud af 5 bobler",4 anmeldelser
1755,19,Gorm's Fisketorvet,"2,5 ud af 5 bobler",47 anmeldelser
1756,20,Restaurant Beijing,"2,5 ud af 5 bobler",101 anmeldelser
1757,21,Cafe Emma,"2,5 ud af 5 bobler",92 anmeldelser
1758,22,Cafe Cornelius,"2,5 ud af 5 bobler",13 anmeldelser
1759,23,Montgomerycph,2 ud af 5 bobler,4 anmeldelser
1760,24,RicenCurry,"2,5 ud af 5 bobler",9 anmeldelser
1761,25,Café CiCi,"2,5 ud af 5 bobler",87 anmeldelser
1762,26,Crispy Pig,5 ud af 5 bobler,1 anmeldelse
1764,28,Cph Asian Food,"2,5 ud af 5 bobler",15 anmeldelser
1766,30,Den sorte gryde,2 ud af 5 bobler,4 anmeldelser
1768,1,Kafe Kapers,"2,5 ud af 5 bobler",108 anmeldelser
1770,3,Foodmarket - Terminal 2,"2,5 ud af 5 bobler",32 anmeldelser
1772,5,Eros,"3,5 ud af 5 bobler",220 anmeldelser
1774,7,China,2 ud af 5 bobler,13 anmeldelser
1775,8,Star Midnight Kebab-Grill,1 ud af 5 bobler,2 anmeldelser
1776,9,Flintholm Sushi - Running Sushi Og Take Away,2 ud af 5 bobler,10 anmeldelser
1777,10,Ristorante Santoni,"2,5 ud af 5 bobler",152 anmeldelser
1778,11,Almanac,1 ud af 5 bobler,2 anmeldelser
1779,12,Bøfhus,"2,5 ud af 5 bobler",35 anmeldelser
1780,13,Burger King,1 ud af 5 bobler,2 anmeldelser
1781,14,Scandi Cafe,"2,5 ud af 5 bobler",83 anmeldelser
1782,15,HC Andersens Cafe,"2,5 ud af 5 bobler",24 anmeldelser
1783,16,Grill 110 & Sandwich,2 ud af 5 bobler,7 anmeldelser
1784,17,Original Coffee Nordhavn,2 ud af 5 bobler,5 anmeldelser
1785,18,Den Sorte Gryde,2 ud af 5 bobler,13 anmeldelser
1786,19,Restaurant Parnas,"2,5 ud af 5 bobler",73 anmeldelser
1787,20,Constellation Burger,2 ud af 5 bobler,21 anmeldelser
1788,21,America's Grill,"2,5 ud af 5 bobler",72 anmeldelser
1789,22,Big bowl,"2,5 ud af 5 bobler",35 anmeldelser
1790,23,Krunch,"1,5 ud af 5 bobler",7 anmeldelser
1791,24,The Jock,"3,5 ud af 5 bobler",8 anmeldelser
1792,25,Express Pizza,"3,5 ud af 5 bobler",18 anmeldelser
1793,26,Aviator Lounge,"2,5 ud af 5 bobler",67 anmeldelser
1794,27,Hereford Steak House & Cafe New York,2 ud af 5 bobler,33 anmeldelser
1795,28,Ammessi,2 ud af 5 bobler,25 anmeldelser
1796,29,Nachos Mexican Restaurant,"2,5 ud af 5 bobler",119 anmeldelser
1797,30,City Kroen,"2,5 ud af 5 bobler",175 anmeldelser
1799,1,Burger King Frederiksborggade,2 ud af 5 bobler,8 anmeldelser
1800,2,Sushibar Fields,2 ud af 5 bobler,31 anmeldelser
1801,3,Tapas Revolution,2 ud af 5 bobler,88 anmeldelser
1802,4,Cafe-Pavillonen,2 ud af 5 bobler,11 anmeldelser
1803,5,Yam Yam,"1,5 ud af 5 bobler",15 anmeldelser
1804,6,The Taco Shop,2 ud af 5 bobler,36 anmeldelser
1805,7,Kokken & Karry,"1,5 ud af 5 bobler",17 anmeldelser
1806,8,"KFC, Rådhuspladsen",2 ud af 5 bobler,19 anmeldelser
1808,10,Restaurant Provianten,2 ud af 5 bobler,24 anmeldelser
1809,11,Hong Kong Restaurant,2 ud af 5 bobler,53 anmeldelser
1810,12,Dan Dan Restaurant,"1,5 ud af 5 bobler",26 anmeldelser
1811,13,Cafe Sari,2 ud af 5 bobler,54 anmeldelser
1812,14,Restaurant Amalfi,"3,5 ud af 5 bobler",372 anmeldelser
1813,15,Rouge Oysters,4 ud af 5 bobler,1 anmeldelse
1814,16,Kaktus,4 ud af 5 bobler,1 anmeldelse
1815,17,Osteria 16,5 ud af 5 bobler,1 anmeldelse
